FILE                                                    	HIERARCH TNG DRS CCF RVC	HIERARCH TNG DRS CCF FWHM	HIERARCH TNG DRS CCF CONTRAST	HIERARCH TNG DRS CCF NOISE	HIERARCH TNG TEL TARG MAG	AIRMASS           	HIERARCH TNG DRS BERV	HIERARCH TNG DRS SPE EXT SN20	HIERARCH TNG DRS SPE EXT SN50	HIERARCH TNG DRS SPE EXT SN68	
HARPN.2016-01-03T05-14-22.943_V1.9_ccf_K5	29.9752832694889        	5.74983247705166         	31.8223183116076             	0.00447427643745129       	12.1                     	1.1586641048019206	28.6825563547663     	11.4                         	35.7                         	33.7
HARPN.2016-01-04T04-22-09.289_V1.9_ccf_K5	29.9817047113195        	5.77236159072151         	31.7587947666698             	0.00580232650248311       	12.1                     	1.1942910863248595	28.6086364635607     	8.9                          	29.6                         	27.4
HARPN.2016-01-04T05-59-43.542_V1.9_ccf_K5	29.9800255714796        	5.77228415086421         	31.7725453934777             	0.00471925096091749       	12.1                     	1.1774662964945908	28.4185253040661     	9.8                          	34.7                         	37.7
HARPN.2016-01-20T02-59-06.870_ccf_K5     	29.9656011903824        	5.73988569930272         	31.8132437717466             	0.00439759219350848       	12.17                    	1.226726006018853 	24.7276464164268     	12.8                         	35.                          	27.3
HARPN.2016-01-20T03-29-32.338_ccf_K5     	29.9670694438777        	5.73300993353925         	31.9069533472641             	0.00409506431827296       	12.17                    	1.1821236367617298	24.6719944197884     	14.                          	36.4                         	26.5
HARPN.2016-01-21T02-20-48.214_ccf_K5     	29.9644194439685        	5.76957908207282         	31.7285689923459             	0.00483452260856407       	12.17                    	1.3108434382796774	24.478795464946      	11.8                         	32.7                         	25.2
HARPN.2016-01-21T02-51-14.476_ccf_K5     	29.9547691658862        	5.76911670712053         	31.7004046473255             	0.00592260638887095       	12.17                    	1.2344151992710366	24.4251250533339     	10.                          	27.9                         	21.7
HARPN.2016-01-25T04-43-11.867_ccf_K5     	29.9500744602546        	5.78126559608257         	31.0975936228854             	0.00683242086687097       	12.17                    	1.1837877679597653	22.8570333365511     	7.                           	26.                          	31.8
HARPN.2016-01-25T05-13-38.128_ccf_K5     	29.9362270563266        	5.79562718662422         	30.9830057654264             	0.00638621692100355       	12.17                    	1.2296562946246044	22.7966989081797     	6.9                          	27.7                         	36.1
HARPN.2016-01-26T04-33-07.838_ccf_K5     	29.9489483613703        	5.77461855401112         	30.9759658916551             	0.008706959085868         	12.17                    	1.1774358491293428	22.5262802509432     	6.4                          	22.                          	22.5
HARPN.2016-01-26T05-03-32.503_ccf_K5     	29.9495581213029        	5.82206880515206         	30.2234782622546             	0.0128934455808721        	12.17                    	1.2182523701489838	22.4653753217447     	4.9                          	17.3                         	17.8
HARPN.2016-02-03T04-15-13.935_ccf_K5     	29.96929141596          	5.74770908887862         	31.7102960655439             	0.00799427146497273       	12.1                     	1.1927598623832496	19.4990356051345     	6.3                          	23.7                         	24.4
HARPN.2016-02-03T04-45-39.393_ccf_K5     	29.9816211709011        	5.73571147489023         	31.8175980249121             	0.00634160865879496       	12.1                     	1.2449471982626377	19.438774504249      	7.8                          	28.                          	27.4
HARPN.2016-02-04T04-48-59.651_ccf_K5     	29.9756397376217        	5.77349095809678         	31.7492859771043             	0.00405835334639002       	12.17                    	1.2614813898885817	19.0148323966082     	13.1                         	38.3                         	31.5
HARPN.2016-02-04T05-19-25.499_ccf_K5     	29.98508996454          	5.77514305163245         	31.8006533243932             	0.00347322975595171       	12.17                    	1.3517098284011533	18.9608647932909     	14.6                         	43.8                         	36.9
HARPN.2016-02-14T02-11-11.017_ccf_K5     	29.9842173036889        	5.75598260009369         	31.7026817748453             	0.00466951752655081       	12.17                    	1.1656907538889323	14.9048772609623     	9.5                          	35.3                         	39.7
HARPN.2016-02-14T02-41-36.064_ccf_K5     	29.9784043267554        	5.77639425071903         	31.6565335071499             	0.00509691466141762       	12.17                    	1.1582957816366104	14.8419953527363     	9.4                          	32.9                         	34.7
HARPN.2016-02-15T04-24-53.197_ccf_K5     	29.9778283715652        	5.78103893837043         	31.6819391257167             	0.0050466180980383        	12.17                    	1.3140180436468811	14.1584730154776     	9.6                          	33.3                         	33.4
HARPN.2016-02-15T04-55-18.251_ccf_K5     	29.9725466636145        	5.77070812652946         	31.7135175405684             	0.00636000260138872       	12.17                    	1.4292228990259175	14.1024314777404     	7.8                          	27.8                         	27.6
HARPN.2016-02-27T01-25-37.632_ccf_K5     	29.9737928563864        	5.75011150537936         	31.5316051143624             	0.00615713231022861       	12.1                     	1.1626612082040646	8.65827916763745     	8.9                          	28.                          	24.6
HARPN.2016-02-27T01-56-02.283_ccf_K5     	29.9927814307628        	5.76882067847235         	31.3822793336169             	0.00700299370070524       	12.1                     	1.1590901966944684	8.59471047560688     	7.9                          	25.6                         	23.
HARPN.2016-03-11T00-53-02.308_ccf_K5     	29.9777648548927        	5.73550548279179         	31.8123067111153             	0.00422428596399489       	12.17                    	1.1580498766678973	1.97685149793537     	13.8                         	35.2                         	24.6
HARPN.2016-03-11T01-23-26.959_ccf_K5     	29.9773256193932        	5.75371838051283         	31.8371232546942             	0.00419965291061488       	12.17                    	1.1672184772704808	1.91363554540506     	13.5                         	35.9                         	26.4
HARPN.2016-03-13T03-28-08.551_ccf_K5     	29.9812308616224        	5.77111822322844         	31.7844375398067             	0.00461229168043057       	12.17                    	1.5268977476541892	0.609560682173769    	12.9                         	33.1                         	22.
HARPN.2016-03-13T03-58-34.826_ccf_K5     	29.9778541143574        	5.76446615757441         	31.7687131876159             	0.00508263551650703       	12.17                    	1.742886489143393 	0.558415990325687    	11.9                         	30.3                         	19.8
HARPN.2016-03-14T02-28-07.777_ccf_K5     	29.9755753576492        	5.77037859401787         	31.802887391856              	0.00335280917762728       	12.17                    	1.2939929488343616	0.200459906825477    	15.1                         	44.5                         	39.
HARPN.2016-03-14T02-58-32.826_ccf_K5     	29.9765214412466        	5.76127757323275         	31.7976096154423             	0.00315305179901586       	12.17                    	1.399861688182071 	0.139192943546046    	17.4                         	45.7                         	31.9
HARPN.2016-03-15T03-18-29.661_ccf_K5     	29.9792073079048        	5.76954622427014         	31.7227267540164             	0.00405161672817799       	12.17                    	1.5167519679964847	-0.418768199920711   	12.9                         	38.6                         	31.9
HARPN.2016-03-15T03-48-54.731_ccf_K5     	29.9759248632704        	5.79186058520277         	31.6651661416418             	0.00517948240167906       	12.17                    	1.7276019477816154	-0.47159496882647    	10.7                         	33.                          	22.6
HARPN.2016-03-16T04-23-32.291_ccf_K5     	29.9755324915782        	5.7901389201622          	31.5428209090675             	0.00675605018389535       	12.17                    	2.164186405200658 	-1.04473855181207    	7.2                          	27.7                         	25.4
HARPN.2016-03-25T00-48-55.727_ccf_K5     	29.9777556594479        	5.75109261407113         	31.2007057581117             	0.00677179480198118       	12.1                     	1.1855716288201676	-5.2802543672145     	8.9                          	25.4                         	20.4
HARPN.2016-03-25T01-19-20.808_ccf_K5     	29.9867967436962        	5.77242272092404         	31.0122233268127             	0.00767754301147153       	12.1                     	1.2327815174443801	-5.34574966255796    	7.8                          	23.7                         	19.9
HARPN.2016-03-28T00-21-18.277_ccf_K5     	29.9861507924626        	5.77104238135251         	31.6035357477528             	0.00581442456823302       	12.1                     	1.1704434785153246	-6.74550540943584    	10.2                         	28.1                         	22.5
HARPN.2016-03-28T00-51-44.075_ccf_K5     	29.9848602198839        	5.77442689173643         	31.5943441910279             	0.00582944643613186       	12.1                     	1.2049991428265496	-6.80128631850025    	10.3                         	27.7                         	21.6
HARPN.2016-04-22T23-45-57.498_ccf_K5     	29.9875169140261        	5.74888363327595         	31.4853046982061             	0.00431619245980928       	12.1                     	1.2806328945840222	-18.5647776281241    	12.1                         	35.9                         	30.8
HARPN.2016-04-23T00-16-22.543_ccf_K5     	29.984477739381         	5.76414757545161         	31.4543331565806             	0.00421491617418875       	12.1                     	1.3801828339309776	-18.6241188642373    	12.7                         	36.4                         	29.4
HARPN.2016-05-04T22-36-02.774_ccf_K5     	29.9765126267424        	5.75473938485191         	31.8472900513629             	0.00435085953150441       	12.1                     	1.2287661790835027	-22.7682601088584    	12.                          	35.5                         	29.7
HARPN.2016-05-04T23-06-28.230_ccf_K5     	29.978259218364         	5.736418330033           	31.8294967650102             	0.00467772677123436       	12.1                     	1.3021985277377341	-22.8266790671381    	11.3                         	33.7                         	28.1
HARPN.2016-05-12T22-02-35.582_ccf_K5     	29.9786609552177        	5.76358833195451         	31.742817086602              	0.00453925003095214       	12.1                     	1.224945125657085 	-25.0603444054555    	10.9                         	35.2                         	33.
HARPN.2016-05-12T22-33-00.232_ccf_K5     	29.9830452856142        	5.76529748679497         	31.7118820210947             	0.00426276067873473       	12.1                     	1.2963665239022342	-25.1171954796252    	11.4                         	37.                          	34.9
HARPN.2016-05-13T22-22-04.372_ccf_K5     	29.9802731814051        	5.75247707157721         	31.6653885608511             	0.00544986817516644       	12.1                     	1.277063444259031 	-25.3563852107335    	10.                          	29.8                         	24.
HARPN.2016-05-13T22-52-30.232_ccf_K5     	29.9872522271508        	5.77340540532428         	31.7016130981467             	0.00568431762098699       	12.1                     	1.3749157817945246	-25.4116068060447    	9.5                          	29.2                         	23.9
HARPN.2016-05-17T21-56-31.694_ccf_K5     	29.9769764491804        	5.76408332590498         	31.3234267100308             	0.00624022638211515       	12.1                     	1.2529250278466333	-26.2722328418385    	8.6                          	27.3                         	24.6
HARPN.2016-05-17T22-26-57.554_ccf_K5     	29.9810183081001        	5.75746760524891         	31.320591464101              	0.00627399529589241       	12.1                     	1.3388445411118088	-26.3257828004465    	8.4                          	27.5                         	26.1
HARPN.2016-05-18T22-18-50.944_ccf_K5     	29.9644404172202        	5.75774589537726         	30.9171426557561             	0.00867616557703971       	12.17                    	1.3248584881157945	-26.5338959527075    	6.5                          	21.7                         	20.4
HARPN.2016-05-18T22-51-39.636_ccf_K5     	29.9744966363246        	5.78395426518701         	30.9843527812918             	0.00762186340829443       	12.17                    	1.456773996684625 	-26.5884780165556    	7.3                          	23.9                         	22.2
HARPN.2016-05-19T22-44-21.256_ccf_K5     	29.9737649052695        	5.74188852323747         	31.4582455914706             	0.00516737521295626       	12.17                    	1.4405504594567724	-26.791944569452     	10.7                         	30.9                         	26.1
HARPN.2016-05-19T23-16-26.596_ccf_K5     	29.9701079088953        	5.75387158815628         	31.3456626075364             	0.00534061829350702       	12.17                    	1.6265545119356777	-26.8420198832464    	10.3                         	30.6                         	25.9
HARPN.2016-05-20T22-19-14.046_ccf_K5     	29.9751531941369        	5.74230870280546         	31.6254979475742             	0.00382764196743837       	12.17                    	1.3535278477101869	-26.9555623361318    	14.8                         	37.9                         	27.6
HARPN.2016-05-20T22-51-13.976_ccf_K5     	29.9694597593466        	5.72909008868315         	31.5871066131728             	0.00403358523679745       	12.17                    	1.4954662463998978	-27.0088509741148    	14.                          	36.5                         	26.6
HARPN.2016-05-22T21-26-20.267_ccf_K5     	29.9621403588192        	5.75536195145665         	31.6042252786436             	0.00594434634151652       	12.17                    	1.2308187201263527	-27.253152266148     	8.8                          	28.5                         	26.2
HARPN.2016-05-22T23-06-01.697_ccf_K5     	29.9675505736664        	5.70028129530767         	30.9761421303298             	0.0102633171572795        	12.17                    	1.637152833893914 	-27.419879647385     	5.5                          	19.8                         	18.9
HARPN.2016-06-09T21-43-00.940_ccf_K5     	29.9852178543476        	5.74932856286336         	31.7251839499809             	0.00493229088949276       	12.1                     	1.55568693413711  	-29.4034449119535    	8.1                          	32.9                         	43.5
HARPN.2016-06-09T22-13-25.294_ccf_K5     	29.9768126960024        	5.74851626730341         	31.859494311602              	0.0054526619510974        	12.1                     	1.785884971006249 	-29.4448467398639    	7.3                          	30.1                         	39.8
HARPN.2016-06-10T21-24-57.027_ccf_K5     	29.9706171253391        	5.74770151620952         	31.6484603921634             	0.00568564936312334       	12.1                     	1.476173019855    	-29.4141417428551    	7.5                          	29.4                         	37.9
HARPN.2016-06-10T21-55-22.081_ccf_K5     	29.9831136844849        	5.78625036923072         	31.5854386406678             	0.00645835756778129       	12.1                     	1.6673185682820808	-29.4567315044048    	6.8                          	26.7                         	33.7
HARPN.2016-06-17T21-10-36.120_ccf_K5     	29.9421186660545        	5.7170394845451          	30.0258986420897             	0.0267856488609489        	12.17                    	1.4682241200437323	-29.4178404378906    	2.4                          	9.5                          	9.6
HARPN.2016-06-18T21-12-27.915_ccf_K5     	29.9699632662923        	5.76557824943887         	31.29889558258               	0.00584405529093863       	12.17                    	1.5862063619702007	-29.3919078516129    	9.2                          	29.                          	25.8
HARPN.2016-06-19T21-12-46.933_ccf_K5     	29.9781447992971        	5.73493386656249         	31.057925646146              	0.00774650320119791       	12.17                    	1.614939542962292 	-29.3563351062673    	7.2                          	23.8                         	21.7
HARPN.2016-06-20T21-12-00.435_ccf_K5     	29.9775391227644        	5.7634925400186          	31.3098489107469             	0.00540206579429326       	12.17                    	1.6372226569115949	-29.3125469228658    	9.6                          	30.9                         	30.
HARPN.2016-06-24T21-12-23.320_ccf_K5     	29.9653262968253        	5.68414260921269         	31.352921422068              	0.0181936776275237        	12.17                    	1.6913323650887158	-29.05998368874      	3.1                          	13.1                         	11.9
HARPN.2016-06-25T21-12-51.704_ccf_K5     	29.978336679764         	5.76472990688606         	31.738179547847              	0.0050755320452517        	12.17                    	1.8071343476045425	-28.979273701379     	10.                          	32.5                         	28.9
